ID,Camion ID,Départ,Arrivée,distance_km,Marchandise,marchandise_code,Poids (kg),Volume (m³),Capacité poids max(kg),Capacité volume max(m³),Type camion,type_camion_detail,vehicule_code,taux_remplissage,densite_ratio,charge_x_distance,route_code,heure_debut,heure_fin,duree_h,jour_semaine,mois,est_weekend,heure_sin,heure_cos,consommation_L,coef_dynamique
2428,1,Tanger,Casablanca,340.0,Métal,2,25592,80.84,26000,90,Semi-remorque,Semi-remorque,3,0.9843076923076923,316.575952498763,334.6646153846154,1,7,10,3,1,4,0,0.9659258262890683,-0.25881904510252063,156.62,1.3161344537815127
2429,25,Fes,Tanger,317.0,Métal,2,25924,80.26,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9970769230769231,323.000249190132,316.0733846153846,1,6,12,6,3,4,0,1.0,6.123233995736766e-17,105.2,1.185218566922037
2431,8,Rabat,Marrakech,325.0,Électronique,0,1394,12.74,1500,14,Camionnette,Semi-remorque,3,0.9293333333333333,109.41915227629514,302.03333333333336,1,12,18,6,1,5,0,1.2246467991473532e-16,-1.0,133.76,1.175912087912088
2432,49,Fes,Agadir,716.0,Métal,2,24163,89.94,26000,90,Semi-remorque,Semi-remorque,3,0.9993333333333333,268.6568823660218,715.5226666666666,0,9,15,6,5,4,1,0.7071067811865476,-0.7071067811865475,298.75,1.1921388667198722
2433,26,Fes,Marrakech,533.0,Métal,2,25434,80.86,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9782307692307692,314.54365570121195,521.397,0,6,12,6,4,5,0,1.0,6.123233995736766e-17,184.03,1.2331144465290806
2434,50,Tanger,Casablanca,340.0,Métal,2,25813,89.71,26000,90,Semi-remorque,Porteur,1,0.9967777777777778,287.73826775164423,338.90444444444444,1,12,17,5,5,5,1,1.2246467991473532e-16,-1.0,98.09,1.3113636363636365
2435,27,Rabat,Agadir,566.0,Électronique,0,1469,13.28,1500,14,Camionnette,Porteur 19T Frigo,2,0.9793333333333333,110.61746987951808,554.3026666666666,0,6,9,3,4,5,0,1.0,6.123233995736766e-17,204.74,1.2918980312973247
2436,31,Agadir,Fes,716.0,Textile,1,5388,32.57,9000,50,Porteur,Camionnette,0,0.6514,165.42830825913418,466.4024,0,7,13,6,3,5,0,0.9659258262890683,-0.25881904510252063,90.13,1.1443626206196038
2437,40,Tanger,Rabat,271.0,Électronique,0,1216,8.34,1500,14,Camionnette,Camionnette,0,0.8106666666666666,145.80335731414868,219.69066666666666,1,6,10,4,1,5,0,1.0,6.123233995736766e-17,31.54,1.0580342167058034
2438,35,Fes,Tanger,317.0,Électronique,0,1448,11.61,1500,14,Camionnette,Camionnette,0,0.9653333333333334,124.72006890611543,306.0106666666667,1,8,16,8,4,4,0,0.8660254037844387,-0.4999999999999998,44.94,1.2887869228563236
2439,49,Marrakech,Agadir,253.0,Électronique,0,1226,8.18,1500,14,Camionnette,Semi-remorque,3,0.8173333333333334,149.87775061124694,206.78533333333334,1,12,20,8,3,4,0,1.2246467991473532e-16,-1.0,98.71,1.114737436476567
2440,45,Marrakech,Rabat,325.0,Métal,2,25611,84.41,26000,90,Semi-remorque,Semi-remorque,3,0.9850384615384615,303.41191801919206,320.1375,1,6,11,5,3,5,0,1.0,6.123233995736766e-17,142.27,1.2507252747252748
2441,30,Casablanca,Rabat,87.0,Électronique,0,1224,13.83,1500,14,Camionnette,Porteur 19T Frigo,2,0.9878571428571429,88.50325379609545,85.94357142857143,3,12,20,8,1,4,0,1.2246467991473532e-16,-1.0,32.43,1.3312807881773399
2442,23,Rabat,Fes,198.0,Métal,2,25776,80.64,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9913846153846154,319.64285714285717,196.29415384615385,1,11,18,7,2,5,0,0.258819045102521,-0.9659258262890682,78.57,1.4172077922077921
2443,1,Rabat,Tanger,271.0,Textile,1,6515,34.12,9000,50,Porteur,Semi-remorque,3,0.7238888888888889,190.94372801875735,196.17388888888888,1,9,12,3,2,5,0,0.7071067811865476,-0.7071067811865475,103.22,1.0882445967316816
2444,5,Agadir,Tanger,800.0,Électronique,0,1209,10.0,1500,14,Camionnette,Semi-remorque,3,0.806,120.9,644.8000000000001,0,6,8,2,1,4,0,1.0,6.123233995736766e-17,285.96,1.0212857142857141
2445,41,Marrakech,Rabat,325.0,Métal,2,24884,86.87,26000,90,Semi-remorque,Semi-remorque,3,0.9652222222222223,286.4510187636698,313.69722222222225,1,11,13,2,5,4,1,0.258819045102521,-0.9659258262890682,142.76,1.255032967032967
2447,8,Marrakech,Rabat,325.0,Textile,1,6302,46.21,9000,50,Porteur,Semi-remorque,3,0.9242,136.3774074875568,300.365,1,8,14,6,1,5,0,0.8660254037844387,-0.4999999999999998,155.16,1.3640439560439561
2448,24,Rabat,Fes,198.0,Textile,1,8033,41.68,9000,50,Porteur,Porteur 19T Frigo,2,0.8925555555555555,192.73032629558543,176.726,1,7,13,6,0,4,0,0.9659258262890683,-0.25881904510252063,76.49,1.3796897546897546
2449,49,Tanger,Rabat,271.0,Métal,2,24231,80.62,26000,90,Semi-remorque,Semi-remorque,3,0.9319615384615385,300.5581741503349,252.56157692307693,1,11,15,4,2,4,0,0.258819045102521,-0.9659258262890682,118.42,1.2484976278334212
2450,50,Rabat,Marrakech,325.0,Métal,2,24692,81.79,26000,90,Semi-remorque,Porteur,1,0.9496923076923077,301.8950972001467,308.65000000000003,1,7,10,3,1,4,0,0.9659258262890683,-0.25881904510252063,85.87,1.200979020979021
2451,29,Marrakech,Rabat,325.0,Électronique,0,1456,10.95,1500,14,Camionnette,Porteur 19T Frigo,2,0.9706666666666667,132.96803652968038,315.4666666666667,1,10,17,7,3,4,0,0.49999999999999994,-0.8660254037844387,124.49,1.368021978021978
2452,42,Tanger,Fes,317.0,Textile,1,7741,35.88,9000,50,Porteur,Porteur,1,0.8601111111111112,215.74693422519508,272.6552222222222,1,9,11,2,6,4,1,0.7071067811865476,-0.7071067811865475,79.79,1.1441066819615717
2453,39,Casablanca,Rabat,87.0,Métal,2,25376,80.92,26000,90,Semi-remorque,Camionnette,0,0.976,313.5936727632229,84.91199999999999,3,12,18,6,1,5,0,1.2246467991473532e-16,-1.0,12.25,1.2800417972831766
2454,33,Marrakech,Tanger,574.0,Textile,1,7633,44.59,9000,50,Porteur,Camionnette,0,0.8918,171.18187934514464,511.89320000000004,0,7,15,8,1,5,0,0.9659258262890683,-0.25881904510252063,79.56,1.2600570161545772
2455,31,Rabat,Agadir,566.0,Métal,2,25716,82.64,26000,90,Semi-remorque,Camionnette,0,0.9890769230769231,311.1810261374637,559.8175384615384,0,7,15,8,5,5,1,0.9659258262890683,-0.25881904510252063,82.59,1.3265338901381305
2456,26,Fes,Agadir,716.0,Électronique,0,1367,12.34,1500,14,Camionnette,Porteur 19T Frigo,2,0.9113333333333333,110.77795786061589,652.5146666666667,0,12,15,3,1,5,0,1.2246467991473532e-16,-1.0,301.26,1.5
2457,9,Casablanca,Rabat,87.0,Textile,1,5273,32.42,9000,50,Porteur,Semi-remorque,3,0.6484000000000001,162.64651449722393,56.41080000000001,3,12,17,5,0,5,0,1.2246467991473532e-16,-1.0,36.22,1.1894909688013136
2458,7,Tanger,Agadir,800.0,Électronique,0,1266,9.25,1500,14,Camionnette,Semi-remorque,3,0.844,136.86486486486487,675.1999999999999,0,7,9,2,3,4,0,0.9659258262890683,-0.25881904510252063,328.73,1.1740357142857143
2459,6,Rabat,Marrakech,325.0,Électronique,0,1450,9.72,1500,14,Camionnette,Semi-remorque,3,0.9666666666666667,149.17695473251027,314.1666666666667,1,8,15,7,1,5,0,0.8660254037844387,-0.4999999999999998,141.02,1.2397362637362639
2460,41,Agadir,Rabat,566.0,Électronique,0,1387,10.37,1500,14,Camionnette,Semi-remorque,3,0.9246666666666666,133.75120540019287,523.3613333333333,0,8,15,7,6,4,1,0.8660254037844387,-0.4999999999999998,218.01,1.1005047955577991
2461,35,Casablanca,Rabat,87.0,Électronique,0,1420,8.46,1500,14,Camionnette,Camionnette,0,0.9466666666666667,167.84869976359337,82.36,3,8,14,6,0,4,0,0.8660254037844387,-0.4999999999999998,11.34,1.1849529780564263
2462,25,Agadir,Rabat,566.0,Électronique,0,1448,13.11,1500,14,Camionnette,Porteur 19T Frigo,2,0.9653333333333334,110.45003813882533,546.3786666666667,0,8,15,7,0,4,0,0.8660254037844387,-0.4999999999999998,201.49,1.2713907117617367
2463,21,Rabat,Fes,198.0,Textile,1,7114,49.3,9000,50,Porteur,Porteur 19T Frigo,2,0.986,144.3002028397566,195.228,1,10,14,4,5,4,1,0.49999999999999994,-0.8660254037844387,70.28,1.2676767676767677
2464,38,Fes,Casablanca,302.0,Électronique,0,1466,10.05,1500,14,Camionnette,Camionnette,0,0.9773333333333334,145.87064676616913,295.1546666666667,1,11,13,2,4,5,0,0.258819045102521,-0.9659258262890682,41.71,1.2555689343768814
2465,8,Rabat,Marrakech,325.0,Électronique,0,1431,10.45,1500,14,Camionnette,Semi-remorque,3,0.954,136.9377990430622,310.05,1,11,15,4,4,4,0,0.258819045102521,-0.9659258262890682,133.93,1.1774065934065934
2466,41,Rabat,Tanger,271.0,Métal,2,25549,85.59,26000,90,Semi-remorque,Semi-remorque,3,0.9826538461538461,298.50449818904076,266.2991923076923,1,9,13,4,2,5,0,0.7071067811865476,-0.7071067811865475,126.1,1.3294675803900897
2467,8,Rabat,Marrakech,325.0,Métal,2,25150,87.33,26000,90,Semi-remorque,Semi-remorque,3,0.9703333333333333,287.9880911485171,315.3583333333333,1,9,13,4,2,5,0,0.7071067811865476,-0.7071067811865475,141.35,1.2426373626373626
2468,26,Rabat,Casablanca,87.0,Métal,2,25189,86.9,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9688076923076923,289.8619102416571,84.28626923076922,3,9,16,7,5,5,1,0.7071067811865476,-0.7071067811865475,31.76,1.303776683087028
2469,32,Agadir,Tanger,800.0,Textile,1,7317,49.35,9000,50,Porteur,Camionnette,0,0.987,148.26747720364742,789.6,0,6,8,2,3,4,0,1.0,6.123233995736766e-17,107.56,1.2222727272727274
2472,34,Casablanca,Agadir,508.0,Métal,2,24602,88.96,26000,90,Semi-remorque,Camionnette,0,0.9884444444444443,276.5512589928058,502.12977777777775,0,11,16,5,4,4,0,0.258819045102521,-0.9659258262890682,70.34,1.2587687902648532
2473,20,Fes,Agadir,716.0,Électronique,0,1480,8.52,1500,14,Camionnette,Porteur,1,0.9866666666666667,173.70892018779344,706.4533333333334,0,9,17,8,4,5,0,0.7071067811865476,-0.7071067811865475,206.1,1.3084052818689689
2474,45,Marrakech,Casablanca,243.0,Électronique,0,1228,12.59,1500,14,Camionnette,Semi-remorque,3,0.8992857142857142,97.53772835583797,218.52642857142857,1,7,13,6,1,5,0,0.9659258262890683,-0.25881904510252063,98.75,1.1610817166372722
2475,24,Rabat,Marrakech,325.0,Textile,1,8387,44.63,9000,50,Porteur,Porteur 19T Frigo,2,0.9318888888888889,187.92292180147882,302.8638888888889,1,10,15,5,0,5,0,0.49999999999999994,-0.8660254037844387,113.16,1.2435164835164836
2476,7,Fes,Rabat,198.0,Métal,2,25430,85.04,26000,90,Semi-remorque,Semi-remorque,3,0.9780769230769231,299.035747883349,193.65923076923076,1,9,11,2,3,4,0,0.7071067811865476,-0.7071067811865475,84.67,1.2217893217893219
2477,7,Agadir,Rabat,566.0,Électronique,0,1370,9.16,1500,14,Camionnette,Semi-remorque,3,0.9133333333333333,149.56331877729258,516.9466666666667,0,8,10,2,1,5,0,0.8660254037844387,-0.4999999999999998,223.68,1.1291267036850077
2478,9,Rabat,Marrakech,325.0,Métal,2,24226,80.81,26000,90,Semi-remorque,Semi-remorque,3,0.9317692307692308,299.7896299962876,302.825,1,9,13,4,6,5,1,0.7071067811865476,-0.7071067811865475,133.35,1.1723076923076923
2480,46,Agadir,Casablanca,508.0,Électronique,0,1314,9.09,1500,14,Camionnette,Porteur,1,0.876,144.55445544554456,445.008,0,7,10,3,3,5,0,0.9659258262890683,-0.25881904510252063,132.34,1.1841445955619183
2481,21,Casablanca,Agadir,508.0,Électronique,0,1331,12.73,1500,14,Camionnette,Porteur 19T Frigo,2,0.9092857142857144,104.55616653574234,461.9171428571429,0,10,18,8,0,4,0,0.49999999999999994,-0.8660254037844387,192.92,1.356299212598425
2482,10,Rabat,Marrakech,325.0,Électronique,0,1433,12.49,1500,14,Camionnette,Semi-remorque,3,0.9553333333333334,114.73178542834268,310.48333333333335,1,9,11,2,0,5,0,0.7071067811865476,-0.7071067811865475,143.14,1.2583736263736263
2485,32,Tanger,Marrakech,574.0,Électronique,0,1237,8.8,1500,14,Camionnette,Camionnette,0,0.8246666666666667,140.5681818181818,473.35866666666664,0,8,10,2,5,5,1,0.8660254037844387,-0.4999999999999998,77.04,1.2201457079505862
2487,5,Casablanca,Tanger,340.0,Électronique,0,1370,13.3,1500,14,Camionnette,Semi-remorque,3,0.9500000000000001,103.00751879699247,323.0,1,6,14,8,4,5,0,1.0,6.123233995736766e-17,154.78,1.300672268907563
2489,15,Agadir,Fes,716.0,Textile,1,8427,42.53,9000,50,Porteur,Porteur,1,0.9363333333333334,198.14248765577238,670.4146666666667,0,6,14,8,1,5,0,1.0,6.123233995736766e-17,192.79,1.2239080751650582
2490,48,Rabat,Agadir,566.0,Électronique,0,1485,9.47,1500,14,Camionnette,Camionnette,0,0.99,156.81098204857443,560.34,0,12,14,2,5,4,1,1.2246467991473532e-16,-1.0,79.49,1.2767426919370382
2492,34,Casablanca,Rabat,87.0,Textile,1,7668,47.46,9000,50,Porteur,Camionnette,0,0.9492,161.5676359039191,82.5804,3,8,10,2,6,5,1,0.8660254037844387,-0.4999999999999998,11.77,1.2298850574712643
2493,3,Fes,Tanger,317.0,Textile,1,8403,42.27,9000,50,Porteur,Semi-remorque,3,0.9336666666666666,198.79347054648684,295.9723333333333,1,12,20,8,0,5,0,1.2246467991473532e-16,-1.0,139.03,1.2530869761153673
2494,1,Marrakech,Rabat,325.0,Textile,1,7219,30.6,9000,50,Porteur,Semi-remorque,3,0.8021111111111111,235.91503267973854,260.68611111111113,1,9,16,7,0,5,0,0.7071067811865476,-0.7071067811865475,131.79,1.1585934065934065
2495,46,Agadir,Marrakech,253.0,Métal,2,25660,88.32,26000,90,Semi-remorque,Porteur,1,0.9869230769230769,290.5344202898551,249.69153846153844,1,11,17,6,6,4,1,0.258819045102521,-0.9659258262890682,59.24,1.064319080129357
2498,34,Marrakech,Tanger,574.0,Électronique,0,1278,11.22,1500,14,Camionnette,Camionnette,0,0.852,113.90374331550801,489.048,0,6,13,7,3,4,0,1.0,6.123233995736766e-17,75.97,1.2031992397846056
2499,23,Tanger,Agadir,800.0,Électronique,0,1323,13.2,1500,14,Camionnette,Porteur 19T Frigo,2,0.9428571428571428,100.22727272727273,754.2857142857142,0,7,15,8,1,5,0,0.9659258262890683,-0.25881904510252063,315.45,1.4082589285714284
2500,49,Agadir,Rabat,566.0,Textile,1,8661,41.14,9000,50,Porteur,Semi-remorque,3,0.9623333333333334,210.52503646086532,544.6806666666666,0,8,11,3,6,4,1,0.8660254037844387,-0.4999999999999998,259.42,1.309540636042403
2501,12,Agadir,Casablanca,508.0,Métal,2,24325,89.81,26000,90,Semi-remorque,Porteur,1,0.9978888888888889,270.84957131722524,506.92755555555556,0,12,14,2,5,5,1,1.2246467991473532e-16,-1.0,147.73,1.3218503937007873
2502,48,Rabat,Casablanca,87.0,Électronique,0,1359,13.32,1500,14,Camionnette,Camionnette,0,0.9514285714285714,102.02702702702703,82.77428571428571,3,11,17,6,4,5,0,0.258819045102521,-0.9659258262890682,12.72,1.329153605015674
2503,35,Fes,Tanger,317.0,Électronique,0,1334,10.05,1500,14,Camionnette,Camionnette,0,0.8893333333333333,132.7363184079602,281.91866666666664,1,10,12,2,1,5,0,0.49999999999999994,-0.8660254037844387,42.85,1.2288500143389736
2504,19,Fes,Agadir,716.0,Textile,1,5414,44.18,9000,50,Porteur,Porteur,1,0.8835999999999999,122.54413761883205,632.6576,0,7,12,5,5,5,1,0.9659258262890683,-0.25881904510252063,194.59,1.2353351955307261
2505,19,Fes,Casablanca,302.0,Textile,1,8308,41.58,9000,50,Porteur,Porteur,1,0.9231111111111111,199.80759980759981,278.77955555555553,1,12,17,5,6,5,1,1.2246467991473532e-16,-1.0,78.74,1.1851294400963275
2506,10,Rabat,Fes,198.0,Textile,1,7278,39.41,9000,50,Porteur,Semi-remorque,3,0.8086666666666666,184.67394062420706,160.11599999999999,1,11,18,7,5,4,1,0.258819045102521,-0.9659258262890682,81.73,1.1793650793650794
2507,9,Rabat,Tanger,271.0,Textile,1,8493,38.99,9000,50,Porteur,Semi-remorque,3,0.9436666666666667,217.82508335470632,255.73366666666666,1,12,14,2,2,5,0,1.2246467991473532e-16,-1.0,121.56,1.2816025303110175
2508,10,Casablanca,Agadir,508.0,Métal,2,24070,84.24,26000,90,Semi-remorque,Semi-remorque,3,0.9359999999999999,285.7312440645774,475.48799999999994,0,11,17,6,3,4,0,0.258819045102521,-0.9659258262890682,235.25,1.3231158605174351
2510,24,Casablanca,Tanger,340.0,Textile,1,7939,30.98,9000,50,Porteur,Porteur 19T Frigo,2,0.8821111111111111,256.2621045836023,299.91777777777776,1,11,14,3,6,5,1,0.258819045102521,-0.9659258262890682,120.98,1.270798319327731
2511,36,Marrakech,Fes,533.0,Électronique,0,1471,10.58,1500,14,Camionnette,Camionnette,0,0.9806666666666667,139.0359168241966,522.6953333333333,0,9,11,2,3,4,0,0.7071067811865476,-0.7071067811865475,71.03,1.2114958212519187
2513,30,Marrakech,Rabat,325.0,Électronique,0,1296,9.12,1500,14,Camionnette,Porteur 19T Frigo,2,0.864,142.10526315789474,280.8,1,10,18,8,3,5,0,0.49999999999999994,-0.8660254037844387,116.19,1.276813186813187
2516,30,Agadir,Tanger,800.0,Électronique,0,1476,11.88,1500,14,Camionnette,Porteur 19T Frigo,2,0.984,124.24242424242424,787.2,0,7,10,3,5,5,1,0.9659258262890683,-0.25881904510252063,303.63,1.3554910714285715
2517,17,Marrakech,Fes,533.0,Textile,1,7988,36.28,9000,50,Porteur,Porteur,1,0.8875555555555555,220.17640573318633,473.0671111111111,0,12,15,3,5,4,1,1.2246467991473532e-16,-1.0,130.87,1.1160668599692989
2518,28,Marrakech,Fes,533.0,Textile,1,8512,42.01,9000,50,Porteur,Porteur 19T Frigo,2,0.9457777777777778,202.61842418471792,504.0995555555556,0,9,15,6,4,4,0,0.7071067811865476,-0.7071067811865475,167.06,1.1194049852586438
2519,33,Fes,Agadir,716.0,Métal,2,24485,87.78,26000,90,Semi-remorque,Camionnette,0,0.9753333333333334,278.93597630439734,698.3386666666667,0,9,12,3,4,4,0,0.7071067811865476,-0.7071067811865475,94.73,1.202767902488573
2520,27,Agadir,Fes,716.0,Métal,2,25815,85.45,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9928846153846154,302.1064950263312,710.9053846153846,0,8,10,2,6,5,1,0.8660254037844387,-0.4999999999999998,243.51,1.2146348762968875
2521,27,Tanger,Fes,317.0,Métal,2,25870,89.5,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.995,289.05027932960894,315.415,1,11,16,5,2,4,0,0.258819045102521,-0.9659258262890682,112.83,1.271180712032447
2522,46,Casablanca,Tanger,340.0,Métal,2,24328,81.53,26000,90,Semi-remorque,Porteur,1,0.9356923076923077,298.3932294860787,318.1353846153846,1,10,16,6,3,4,0,0.49999999999999994,-0.8660254037844387,91.48,1.2229946524064172
2523,18,Fes,Marrakech,533.0,Métal,2,25311,86.06,26000,90,Semi-remorque,Porteur,1,0.9735,294.10876132930514,518.8755,0,7,15,8,5,5,1,0.9659258262890683,-0.25881904510252063,141.83,1.2095343680709534
2524,6,Agadir,Fes,716.0,Électronique,0,1220,11.94,1500,14,Camionnette,Semi-remorque,3,0.8528571428571429,102.17755443886098,610.6457142857143,0,11,15,4,1,4,0,0.258819045102521,-0.9659258262890682,330.53,1.3189545091779729
2526,27,Rabat,Casablanca,87.0,Électronique,0,1318,9.28,1500,14,Camionnette,Porteur 19T Frigo,2,0.8786666666666667,142.02586206896552,76.444,3,6,10,4,5,4,1,1.0,6.123233995736766e-17,31.81,1.3058292282430213
2527,9,Marrakech,Fes,533.0,Électronique,0,1340,11.8,1500,14,Camionnette,Semi-remorque,3,0.8933333333333333,113.5593220338983,476.14666666666665,0,10,13,3,0,4,0,0.49999999999999994,-0.8660254037844387,232.33,1.2454033771106943
2528,49,Rabat,Tanger,271.0,Métal,2,24624,88.75,26000,90,Semi-remorque,Semi-remorque,3,0.9861111111111112,277.45352112676056,267.23611111111114,1,7,11,4,4,5,0,0.9659258262890683,-0.25881904510252063,122.65,1.293094359515024
2529,20,Agadir,Fes,716.0,Métal,2,25318,87.26,26000,90,Semi-remorque,Porteur,1,0.9737692307692307,290.1443960577584,697.2187692307692,0,11,13,2,1,5,0,0.258819045102521,-0.9659258262890682,182.48,1.158456069070594
2530,20,Fes,Rabat,198.0,Électronique,0,1294,8.26,1500,14,Camionnette,Porteur,1,0.8626666666666667,156.65859564164649,170.808,1,8,14,6,2,4,0,0.8660254037844387,-0.4999999999999998,56.26,1.2915518824609733
2531,43,Agadir,Casablanca,508.0,Textile,1,5926,43.96,9000,50,Porteur,Porteur 19T Frigo,2,0.8792,134.80436760691538,446.6336,0,9,11,2,3,5,0,0.7071067811865476,-0.7071067811865475,181.35,1.2749578177727783
2532,2,Marrakech,Fes,533.0,Textile,1,7431,30.42,9000,50,Porteur,Semi-remorque,3,0.8256666666666667,244.2800788954635,440.08033333333333,0,12,20,8,1,4,0,1.2246467991473532e-16,-1.0,234.11,1.254945054945055
2533,29,Casablanca,Tanger,340.0,Métal,2,24890,81.73,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9573076923076923,304.5393368408173,325.4846153846154,1,11,18,7,1,4,0,0.258819045102521,-0.9659258262890682,115.92,1.2176470588235293
2534,46,Rabat,Fes,198.0,Métal,2,24041,88.39,26000,90,Semi-remorque,Porteur,1,0.9821111111111112,271.98778142323795,194.458,1,6,10,4,6,4,1,1.0,6.123233995736766e-17,49.2,1.1294765840220387
2536,38,Agadir,Casablanca,508.0,Métal,2,24859,89.06,26000,90,Semi-remorque,Camionnette,0,0.9895555555555556,279.12643161913314,502.69422222222227,0,11,15,4,3,5,0,0.258819045102521,-0.9659258262890682,73.12,1.3085182534001432
2537,1,Casablanca,Rabat,87.0,Métal,2,25278,81.21,26000,90,Semi-remorque,Semi-remorque,3,0.9722307692307692,311.26708533431844,84.58407692307692,3,8,10,2,6,4,1,0.8660254037844387,-0.4999999999999998,38.71,1.271264367816092
2538,2,Rabat,Agadir,566.0,Textile,1,7567,49.96,9000,50,Porteur,Semi-remorque,3,0.9992,151.46116893514812,565.5472,0,6,12,6,0,4,0,1.0,6.123233995736766e-17,234.19,1.182180716809692
2539,33,Casablanca,Fes,302.0,Textile,1,5125,49.05,9000,50,Porteur,Camionnette,0,0.981,104.48521916411825,296.262,1,8,13,5,4,5,0,0.8660254037844387,-0.4999999999999998,39.21,1.1803130644190247
2540,48,Tanger,Casablanca,340.0,Électronique,0,1303,11.96,1500,14,Camionnette,Camionnette,0,0.8686666666666667,108.94648829431438,295.3466666666667,1,9,17,8,2,5,0,0.7071067811865476,-0.7071067811865475,48.6,1.2994652406417113
2541,11,Agadir,Casablanca,508.0,Électronique,0,1267,9.8,1500,14,Camionnette,Porteur,1,0.8446666666666667,129.28571428571428,429.09066666666666,0,7,11,4,4,5,0,0.9659258262890683,-0.25881904510252063,125.7,1.1247315676449534
2542,15,Tanger,Casablanca,340.0,Métal,2,25241,89.42,26000,90,Semi-remorque,Porteur,1,0.9935555555555555,282.2746589129948,337.8088888888889,1,9,15,6,2,4,0,0.7071067811865476,-0.7071067811865475,102.58,1.3713903743315508
2544,50,Tanger,Rabat,271.0,Métal,2,25973,85.3,26000,90,Semi-remorque,Porteur,1,0.9989615384615385,304.4900351699883,270.7185769230769,1,7,15,8,5,4,1,0.9659258262890683,-0.25881904510252063,70.48,1.1821536397182155
2545,50,Fes,Agadir,716.0,Métal,2,25580,83.1,26000,90,Semi-remorque,Porteur,1,0.9838461538461538,307.8219013237064,704.4338461538462,0,8,13,5,5,5,1,0.8660254037844387,-0.4999999999999998,203.78,1.2936769933976637
